!
!  Ascii export file generated by ESP.EXE Version 7.25.0.26
!  ELECTROSTATIC PROBE data system (HIDEN ANALYTICAL)
!
!
!  1101 Data points.
!
-9,90956;7,49E-05
-9,89637;0,0001599
-9,82165;0,000174
-9,72512;0,0001422
-9,6228;0,0001525
-9,52757;0,0001656
-9,41557;0,0001484
-9,32717;0,0001618
-9,21729;0,0001648
-9,12629;0,0001534
-9,01505;0,0001435
-8,93955;0,0001835
-8,81284;0,0002196
-8,72309;0,0001229
-8,61217;0,0001484
-8,54242;0,0002423
-8,42517;0,0001751
-8,30581;0,0001202
-8,23737;0,0001942
-8,12647;0,0001875
-8,01727;0,0001322
-7,93172;0,0001727
-7,82761;0,0002308
-7,72827;0,0002047
-7,62775;0,0001997
-7,53458;0,0001361
-7,42205;0,0001778
-7,32627;0,000218
-7,22871;0,0001765
-7,12757;0,0001656
-7,03181;0,0001736
-6,91205;0,0001797
-6,83303;0,0001852
-6,72197;0,000177
-6,61903;0,0001814
-6,54421;0,0001955
-6,4226;0,000183
-6,31258;0,0001523
-6,23901;0,0002098
-6,13167;0,0001723
-6,01519;0,0001772
-5,93867;0,0002066
-5,84007;0,0002199
-5,72751;0,0001974
-5,63587;0,0002123
-5,52406;0,0001645
-5,42573;0,0001805
-5,32867;0,0002409
-5,23664;0,0002196
-5,14449;0,0001982
-5,01887;0,0001799
-4,93853;0,0002377
-4,84137;0,0002009
-4,7362;0,000183
-4,62196;0,0002093
-4,53267;0,0002142
-4,42949;0,0001515
-4,33663;0,0002844
-4,23735;0,0002264
-4,12382;0,0001622
-4,03011;0,0001898
-3,93911;0,0002756
-3,82443;0,0002005
-3,74877;0,000239
-3,63615;0,0002474
-3,51307;0,000157
-3,44203;0,0002386
-3,32783;0,0002005
-3,23551;0,0002089
-3,14903;0,0002415
-3,01925;0,0001835
-2,92885;0,000275
-2,8439;0,0002564
-2,71507;0,0002085
-2,63227;0,0002428
-2,53836;0,0002036
-2,43421;0,0002613
-2,34031;0,0002546
-2,23999;0,0001877
-2,13463;0,0002329
-2,02624;0,0002501
-1,93743;0,0002272
-1,84513;0,0002367
-1,74625;0,000215
-1,63432;0,0002299
-1,53051;0,0001612
-1,43977;0,0002819
-1,34449;0,0002306
-1,22322;0,0001889
-1,13326;0,0002522
-1,04185;0,0002369
-0,930991;0,0001982
-0,822637;0,0002158
-0,738628;0,000271
-0,612008;0,0001793
-0,53483;0,0002348
-0,436928;0,0002548
-0,32971;0,0002184
-0,245456;0,0002074
-0,130895;0,0002297
-0,0395521;0,0002474
0,0701194;0,00028485
0,155991;0,0003223
0,270648;0,0002474
0,359892;0,0002527
0,453628;0,00028
0,583363;0,0001586
0,670523;0,000281
0,764111;0,0002773
0,879252;0,0002302
0,948428;0,0002657
1,06573;0,0002619
1,16656;0,0002215
1,26689;0,0002508
1,36575;0,0002941
1,45322;0,0002524
1,57866;0,0002034
1,66416;0,0002768
1,75431;0,0002735
1,88943;0,0002304
1,96434;0,0003075
2,06202;0,0002972
2,17297;0,0001929
2,26859;0,0002346
2,3567;0,0002831
2,49011;0,0001915
2,54543;0,0002943
2,67547;0,0002987
2,75523;0,0002333
2,86456;0,000273
2,97245;0,0002302
3,05221;0,0002621
3,15926;0,0002587
3,27559;0,0002651
3,36435;0,0002426
3,45263;0,0002895
3,58118;0,0002766
3,65233;0,0002609
3,76045;0,0002798
3,86374;0,0002484
3,9741;0,0003117
4,05189;0,0002966
4,16373;0,0002485
4,25609;0,0002251
4,36921;0,0002611
4,47467;0,0002415
4,56453;0,0003057
4,65853;0,0002657
4,76565;0,0002302
4,85987;0,0002853
4,96425;0,0003084
5,06851;0,0002678
5,15743;0,0002762
5,27359;0,0002842
5,36455;0,0002731
5,45833;0,0002676
5,56951;0,0002907
5,66332;0,0002524
5,74969;0,0002537
5,86785;0,0002741
5,96453;0,0002733
6,06306;0,0002873
6,15289;0,0002232
6,27073;0,0002466
6,36116;0,0003054
6,45467;0,0003025
6,57118;0,0002423
6,68011;0,000222
6,75414;0,0003399
6,86003;0,0002838
6,96469;0,0002394
7,05158;0,0002995
7,16653;0,0002867
7,2586;0,0002974
7,34927;0,0002901
7,45997;0,000252
7,56763;0,0002762
7,67145;0,0002722
7,76677;0,0002844
7,86541;0,0002649
7,96012;0,0002829
8,06763;0,0002438
8,15381;0,0003107
8,25798;0,0002709
8,37153;0,0002714
8,46325;0,0002855
8,55347;0,0002815
8,68165;0,0002722
8,74435;0,0002722
8,86263;0,0002914
8,96699;0,0002823
9,06257;0,0003244
9,16736;0,0002463
9,25385;0,0003103
9,35169;0,000267
9,4712;0,0002745
9,55557;0,0002939
9,65449;0,0002718
9,76361;0,0002821
9,86585;0,0002607
9,95083;0,0003391
10,0675;0,0002773
10,166;0,000259
10,2477;0,0002726
10,3572;0,0003431
10,4617;0,0002678
10,5538;0,0002781
10,6541;0,0002752
10,7636;0,0003145
10,8586;0,0002327
10,9572;0,0002783
11,0735;0,0002853
11,1578;0,0002722
11,2544;0,0002722
11,3732;0,0002554
11,46;0,0002844
11,561;0,0002745
11,6576;0,0002421
11,7686;0,0002667
11,85;0,0002834
11,9671;0,0002161
12,054;0,000276
12,1686;0,0002667
12,2607;0,0001807
12,3569;0,0002175
12,4669;0,000218
12,567;0,0001525
12,6609;0,0001465
12,7611;0,0002085
12,8796;9,72E-05
12,9724;0,0001012
13,0764;9,56E-05
13,1875;0,0001189
13,2856;4,05E-05
13,387;9,12E-05
13,4827;3,56E-05
13,5758;6,82E-05
13,6796;6,51E-05
13,784;5,54E-05
13,8825;3,71E-05
13,9824;0,0001025
14,0794;3,44E-05
14,1659;3,46E-05
14,2893;3,73E-05
14,3866;6,32E-05
14,481;5,14E-05
14,5831;3,12E-05
14,692;7,62E-05
14,7924;4,05E-05
14,8686;7,31E-05
14,991;-1,14E-05
15,084;5,56E-05
15,1747;7,9E-05
15,278;4,72E-05
15,3857;6,2E-06
15,5062;3,81E-05
15,5699;9,32E-05
15,6487;3,6E-05
15,7995;4,5E-06
15,8853;4,28E-05
15,9709;8,4E-05
16,0978;2,13E-05
16,1972;2,66E-05
16,2756;7,03E-05
16,3762;3,29E-05
16,4984;1,56E-05
16,5912;8,38E-05
16,6759;6,74E-05
16,7915;4,82E-05
16,8713;4,74E-05
16,9846;4,95E-05
17,0822;7,26E-05
17,179;3,84E-05
17,2765;3,04E-05
17,3937;6,04E-05
17,5033;1,1E-06
17,5494;9,41E-05
17,6892;6E-06
17,7885;4,45E-05
17,8849;7,89E-05
17,9664;2,91E-05
18,106;3,96E-05
18,1616;7,5E-05
18,2854;4,15E-05
18,3929;2,4E-06
18,4792;0,0001008
18,5792;3,63E-05
18,6824;5,4E-06
18,7926;7,05E-05
18,8674;5,22E-05
18,9911;2,05E-05
19,0972;2,66E-05
19,1831;6,4E-05
19,2858;3,79E-05
19,4021;4,45E-05
19,475;4,47E-05
19,5782;4,55E-05
19,6828;3,46E-05
19,7832;3,04E-05
19,8798;3,08E-05
19,9797;3,18E-05
20,074;8,59E-05
20,1873;-4,1E-05
20,274;5,43E-05
20,3765;6,15E-05
20,5;3,27E-05
20,5893;4,7E-06
20,6668;9,05E-05
20,7865;3,18E-05
20,8925;7,12E-05
20,9782;4,57E-05
21,0842;-1,16E-05
21,1646;7,9E-05
21,2993;7,14E-05
21,3994;5,8E-06
21,4758;6,89E-05
21,5598;9,2E-05
21,6884;1,35E-05
21,7819;4,3E-05
21,8792;3,65E-05
21,9776;2,01E-05
22,0777;5,03E-05
22,1811;1,78E-05
22,2952;1,31E-05
22,3805;5,6E-05
22,4852;1,14E-05
22,5823;3,9E-05
22,6692;6,74E-05
22,7952;1,33E-05
22,886;3,61E-05
22,9765;6,21E-05
23,0822;7,9E-06
23,179;7,01E-05
23,2633;5,94E-05
23,3898;3,25E-05
23,4764;3,18E-05
23,5716;7,73E-05
23,6851;1,23E-05
23,7661;6,53E-05
23,8679;4,72E-05
23,9897;3,35E-05
24,0721;7,2E-05
24,1775;-1,14E-05
24,2933;-7E-07
24,373;9,56E-05
24,4764;3,16E-05
24,5863;1,3E-06
24,6864;6,44E-05
24,7653;4,03E-05
24,8712;1,65E-05
24,9806;-8,4E-06
25,0767;6,04E-05
25,1738;2,43E-05
25,2622;6,97E-05
25,3864;1E-07
25,4812;4,99E-05
25,5773;5,48E-05
25,6795;6,625E-05
25,7716;7,77E-05
25,8693;6,68E-05
25,9766;2,95E-05
26,0819;0,0001073
26,1722;3,88E-05
26,2755;4,03E-05
26,3816;7,79E-05
26,4546;4,45E-05
26,5994;5,4E-06
26,6682;7,71E-05
26,7775;5,25E-05
26,888;4,97E-05
26,9763;6,4E-05
27,0557;9,93E-05
27,1687;3,98E-05
27,2691;6,91E-05
27,378;4,8E-05
27,4838;2,49E-05
27,5663;6,32E-05
27,671;8,31E-05
27,7725;3,63E-05
27,8757;6,95E-05
27,9722;3,94E-05
28,0806;2,26E-05
28,1852;4,38E-05
28,2835;2,81E-05
28,3654;0,0001035
28,4803;5,79E-05
28,5593;6,51E-05
28,693;3,39E-05
28,7634;9,07E-05
28,8543;-1,73E-05
28,9924;4,02E-05
29,0791;3,73E-05
29,1684;7,5E-05
29,2655;3,77E-05
29,3803;2,62E-05
29,4669;5,73E-05
29,5725;3,63E-05
29,6835;5,98E-05
29,7692;3,56E-05
29,8742;1,97E-05
29,9779;8,08E-05
30,0703;2,51E-05
30,1786;4,15E-05
30,2646;7,92E-05
30,3717;4,36E-05
30,4812;4,97E-05
30,5684;7,52E-05
30,6796;3,29E-05
30,7835;2,74E-05
30,8598;9,22E-05
30,9753;4,15E-05
31,0788;4,05E-05
31,1672;8,71E-05
31,273;6,38E-05
31,3813;1,67E-05
31,4809;5,24E-05
31,5631;9,33E-05
31,6706;5,41E-05
31,7834;-3,4E-06
31,8767;6,04E-05
31,9726;6,76E-05
32,0831;3,14E-05
32,1735;9,05E-05
32,267;5,58E-05
32,3872;2,51E-05
32,4728;9,7E-05
32,5549;7,45E-05
32,6742;5,2E-05
32,7616;7,49E-05
32,8614;4,49E-05
32,9788;4,03E-05
33,0833;6,17E-05
33,1869;2,81E-05
33,2676;0,0001151
33,3666;6E-05
33,4699;2,89E-05
33,5941;5,65E-05
33,6688;7,12E-05
33,7821;8,3E-06
33,8761;9,85E-05
33,9725;3,58E-05
34,077;5,75E-05
34,1807;5,46E-05
34,2723;5,4E-06
34,3706;8,65E-05
34,4669;5,71E-05
34,5812;-1,39E-05
34,665;7,5E-05
34,7729;3,23E-05
34,877;5,71E-05
34,9592;9,79E-05
35,0651;4,19E-05
35,1829;3,35E-05
35,2729;6,51E-05
35,374;2,2E-05
35,4857;3,94E-05
35,574;5,43E-05
35,6735;5,94E-05
35,7813;1,65E-05
35,8773;5,39E-05
35,9731;-1,9E-06
36,0749;7,75E-05
36,1691;6,86E-05
36,2645;1,52E-05
36,3832;9,51E-05
36,4778;4,93E-05
36,5626;3,31E-05
36,6792;3,65E-05
36,7774;5,33E-05
36,8638;5,48E-05
36,9853;4,28E-05
37,0913;5,04E-05
37,1755;7,9E-06
37,2736;2,62E-05
37,3721;7,22E-05
37,4768;2,78E-05
37,5611;7,98E-05
37,6748;7,83E-05
37,7672;5,39E-05
37,8661;3,2E-05
37,9646;4,72E-05
38,0773;2,28E-05
38,1772;2,34E-05
38,2627;9,74E-05
38,3776;1,97E-05
38,4752;-2,23E-05
38,5789;0,0001038
38,6506;5,08E-05
38,7765;6,17E-05
38,8744;8,19E-05
38,9651;9,8E-06
39,0686;0,0001054
39,1638;8,67E-05
39,2742;1,97E-05
39,3496;9,22E-05
39,4802;2,7E-05
39,5748;4,63E-05
39,674;2,22E-05
39,77;6,04E-05
39,871;8,25E-05
39,9547;7,66E-05
40,0728;3,33E-05
40,1853;4,3E-05
40,264;5,29E-05
40,3698;2,95E-05
40,4703;8,99E-05
40,5682;1,23E-05
40,6675;0,0001162
40,7734;5,98E-05
40,8811;1,86E-05
40,9714;0,0001109
41,08;2,89E-05
41,1738;5,58E-05
41,2674;1,99E-05
41,3665;6,15E-05
41,4725;6,89E-05
41,5816;1,31E-05
41,6848;4,76E-05
41,7523;6,63E-05
41,8727;6,63E-05
41,9766;6,06E-05
42,0868;-4,2E-06
42,1733;9,24E-05
42,2676;5,08E-05
42,3678;4,87E-05
42,4689;7,1E-05
42,583;-0
42,6639;8,59E-05
42,7721;4,03E-05
42,8831;3,12E-05
42,9642;5,1E-05
43,0861;3,56E-05
43,167;8,9E-05
43,2583;7,47E-05
43,3718;4,3E-05
43,4718;4,3E-05
43,5748;4,66E-05
43,6708;8,5E-05
43,7668;2,62E-05
43,8638;8,65E-05
43,9778;1,82E-05
44,0644;8,1E-05
44,1719;4,17E-05
44,2648;1,27E-05
44,3773;5,43E-05
44,456;9,66E-05
44,5901;2,93E-05
44,6718;7,52E-05
44,763;2,99E-05
44,8609;8,21E-05
44,9834;2,85E-05
45,0744;5,06E-05
45,1653;4,05E-05
45,2536;5,43E-05
45,367;2,39E-05
45,4747;7,94E-05
45,5716;4,47E-05
45,6766;3E-05
45,7659;6,72E-05
45,8798;6,25E-05
45,973;3,1E-05
46,0646;7,96E-05
46,1792;3,65E-05
46,2725;3,58E-05
46,3644;0,0001134
46,4679;4,74E-05
46,5641;1,88E-05
46,6721;0,000104
46,7773;2,32E-05
46,8578;4,7E-05
46,9682;7,73E-05
47,0815;4,64E-05
47,1708;-1,24E-05
47,2769;2,68E-05
47,3669;8,93E-05
47,4698;2,99E-05
47,5727;6,65E-05
47,6563;9,37E-05
47,7769;-5,9E-06
47,8591;9,93E-05
47,9659;2E-06
48,0749;4,59E-05
48,1736;5,77E-05
48,2477;4,61E-05
48,3816;4,55E-05
48,4716;7,69E-05
48,5762;-3,12E-05
48,6631;9,37E-05
48,7718;4,28E-05
48,8622;6,93E-05
48,97;2,72E-05
49,0568;8,9E-05
49,1734;2,76E-05
49,2704;5,64E-05
49,3616;4,26E-05
49,483;3,23E-05
49,5571;8,57E-05
49,6752;1,04E-05
49,7805;2,34E-05
49,8464;9,03E-05
49,9682;4,49E-05
50,0703;8,97E-05
50,1642;5,03E-05
50,2602;-8,9E-06
50,3621;0,0001027
50,4745;4,93E-05
50,5667;2,64E-05
50,6567;5,73E-05
50,7585;7,24E-05
50,8699;2,89E-05
50,9652;4,13E-05
51,0459;6,34E-05
51,1732;2,95E-05
51,2739;5,56E-05
51,3609;8,17E-05
51,4639;2,05E-05
51,5716;4,51E-05
51,6577;7,98E-05
51,7672;2,15E-05
51,8659;3,42E-05
51,9606;8,51E-05
52,0853;4,32E-05
52,1608;5,03E-05
52,2671;2,26E-05
52,3749;7,77E-05
52,4717;4,42E-05
52,5714;4,64E-05
52,6568;2,43E-05
52,7546;7,71E-05
52,8843;8,51E-05
52,9651;4,15E-05
53,0775;5,25E-05
53,1691;3,63E-05
53,2655;3,77E-05
53,3779;4,82E-05
53,4621;3,84E-05
53,5756;7,07E-05
53,665;7,56E-05
53,7681;1,36E-05
53,8705;5,54E-05
53,9638;2,22E-05
54,068;7,92E-05
54,1599;5,92E-05
54,2596;-3,2E-06
54,3661;3,27E-05
54,4697;3,04E-05
54,5705;2,26E-05
54,6596;2,95E-05
54,7555;6,89E-05
54,8647;4,55E-05
54,9769;-5,7E-06
55,0601;5,75E-05
55,1676;5,06E-05
55,2627;6,44E-05
55,3689;3,81E-05
55,4562;2,99E-05
55,5777;-1,33E-05
55,676;6,63E-05
55,7606;5,27E-05
55,8715;4,61E-05
55,9634;5,79E-05
56,0594;3,14E-05
56,1623;3,65E-05
56,2897;3,29E-05
56,3708;5,27E-05
56,4519;7,05E-05
56,5522;3,5E-05
56,6561;3,04E-05
56,7653;4E-05
56,8728;3,31E-05
56,9667;2,64E-05
57,0504;8,51E-05
57,1553;3,79E-05
57,2605;2,07E-05
57,3625;3,4E-05
57,4561;6,32E-05
57,5585;7,9E-06
57,6481;7,47E-05
57,7758;3,71E-05
57,8669;5,69E-05
57,9726;2,4E-06
58,0615;7,62E-05
58,1623;3,9E-06
58,2549;7,43E-05
